0	DOLLAR	1
1	DIGIT	2
1	DOT	9
2	COMMA	5
2	DOT	9
2	DIGIT	3
3	COMMA	5
3	DOT	9
3	DIGIT	4
4	COMMA	5
4	DIGIT	10
10	DIGIT	10
5	DIGIT	6
6	DIGIT	7
7	DIGIT	8
8	COMMA	5
8	DOT	9
10	DOT	9
9	DIGIT	11
11	DIGIT	12
12	AS	12
