0,0,0,0,0,0,0,0,0
0,98,98,98,98,1,99,1,99
0,2,3,98,98,98,4,98,4
0,99,99,98,98,5,99,5,99
0,8,8,6,7,98,8,98,8
0,99,99,99,99,9,99,10,99
