0	DIGIT	1
0	DOT	2
1	DIGIT	3
1	DOT	4
1	COMMA	5
2	DIGIT	6
3	DIGIT	7
3	DOT	4
3	COMMA	5
4	DIGIT	8
5	DIGIT	9
6	DIGIT	6
7	DIGIT	10
7	DOT	4
7	COMMA	5
8	DIGIT	11
9	DIGIT	12
10	DIGIT	10
10	DOT	13
11	DIGIT	14
12	DIGIT	15
13	DIGIT	16
14	DIGIT	16
14	COMMA	17
15	DOT	18
15	COMMA	5
16	DIGIT	16
17	DIGIT	19
18	DIGIT	19
19	DIGIT	20
20	DIGIT	21
21	COMMA	17
4	AS	4
6	AS	6
8	AS	8
11	AS	11
13	AS	13
14	AS	14
16	AS	16
19	AS	19
20	AS	20
21	AS	21
